crime_code,crime_type,occurred_at,latitude,longitude,address,description,police_station,is_accident,is_women_related,severity
NDPS-21,NDPS-DrugPossession,2025-06-02T07:34:00,13.049306,80.248426,"Sector 45, Zone 2","Base dataset FIR #201: NDPS-DrugPossession recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
NDPS-21,NDPS-DrugPossession,2025-05-17T06:34:00,12.988247,77.604543,"Sector 33, Zone 12","Base dataset FIR #202: NDPS-DrugPossession recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
420,IPC-Fraud,2026-03-25T07:58:00,13.066588,80.243454,"Sector 47, Zone 11","Base dataset FIR #203: IPC-Fraud recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
MV-184,Accident-RashDriving,2026-01-05T17:54:00,17.429625,78.487731,"Sector 11, Zone 1","Base dataset FIR #204: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-02-25T08:29:00,17.420613,78.415666,"Sector 49, Zone 7","Base dataset FIR #205: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
379,IPC-Theft,2026-02-12T03:41:00,17.389323,78.464615,"Sector 21, Zone 4","Base dataset FIR #206: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-05-18T14:46:00,12.991279,77.553987,"Sector 31, Zone 7","Base dataset FIR #207: NDPS-DrugPossession recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
420,IPC-Fraud,2025-05-24T22:01:00,13.130732,80.216439,"Sector 20, Zone 1","Base dataset FIR #208: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
MV-184,Accident-RashDriving,2026-01-07T17:09:00,12.928235,77.613494,"Sector 50, Zone 4","Base dataset FIR #209: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
ARMS-25,ArmsAct-IllegalWeapon,2026-03-14T19:24:00,17.446985,78.455178,"Sector 42, Zone 3","Base dataset FIR #210: ArmsAct-IllegalWeapon recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-06-23T02:52:00,12.946789,77.620715,"Sector 27, Zone 5","Base dataset FIR #211: NDPS-DrugConsumption recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
323,IPC-Assault,2025-12-10T22:49:00,13.060006,80.231845,"Sector 4, Zone 8","Base dataset FIR #212: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,2
NDPS-27,NDPS-DrugConsumption,2026-01-02T01:19:00,12.920073,77.623375,"Sector 16, Zone 8","Base dataset FIR #213: NDPS-DrugConsumption recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,3
MV-184,Accident-RashDriving,2025-04-13T17:55:00,17.429405,78.451066,"Sector 23, Zone 6","Base dataset FIR #214: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
379,IPC-Theft,2025-05-27T08:41:00,17.430509,78.50966,"Sector 40, Zone 1","Base dataset FIR #215: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
323,IPC-Assault,2025-07-04T22:20:00,17.4365,78.445346,"Sector 2, Zone 5","Base dataset FIR #216: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
ARMS-25,ArmsAct-IllegalWeapon,2026-01-17T15:46:00,17.442536,78.435513,"Sector 41, Zone 1","Base dataset FIR #217: ArmsAct-IllegalWeapon recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
420,IPC-Fraud,2025-12-24T00:07:00,13.053687,80.259286,"Sector 32, Zone 2","Base dataset FIR #218: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
NDPS-27,NDPS-DrugConsumption,2026-03-17T08:25:00,12.949096,77.623516,"Sector 33, Zone 9","Base dataset FIR #219: NDPS-DrugConsumption recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
420,IPC-Fraud,2025-06-01T06:43:00,13.055214,80.229794,"Sector 20, Zone 2","Base dataset FIR #220: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
MV-184,Accident-RashDriving,2025-07-14T10:05:00,12.937669,77.640659,"Sector 14, Zone 11","Base dataset FIR #221: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-06-15T16:27:00,17.444313,78.464202,"Sector 26, Zone 8","Base dataset FIR #222: ArmsAct-IllegalWeapon recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2026-03-27T06:59:00,13.072817,80.251576,"Sector 47, Zone 9","Base dataset FIR #223: NDPS-DrugConsumption recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
323,IPC-Assault,2025-06-15T07:13:00,13.049946,80.245325,"Sector 50, Zone 6","Base dataset FIR #224: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
323,IPC-Assault,2026-01-16T22:52:00,13.021372,77.549706,"Sector 2, Zone 3","Base dataset FIR #225: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
NDPS-27,NDPS-DrugConsumption,2025-04-08T11:25:00,17.453427,78.459498,"Sector 50, Zone 11","Base dataset FIR #226: NDPS-DrugConsumption recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
420,IPC-Fraud,2025-05-15T11:20:00,12.93795,77.632638,"Sector 13, Zone 2","Base dataset FIR #227: IPC-Fraud recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-10-04T16:23:00,12.920007,77.565628,"Sector 41, Zone 6","Base dataset FIR #228: ArmsAct-IllegalWeapon recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
MV-184,Accident-RashDriving,2026-02-04T12:37:00,12.937268,77.618062,"Sector 18, Zone 8","Base dataset FIR #229: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
379,IPC-Theft,2025-12-22T21:25:00,17.427896,78.460389,"Sector 49, Zone 8","Base dataset FIR #230: IPC-Theft recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
323,IPC-Assault,2025-08-22T02:16:00,12.943757,77.630797,"Sector 7, Zone 3","Base dataset FIR #231: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
379,IPC-Theft,2025-07-13T23:07:00,12.918839,77.632031,"Sector 21, Zone 12","Base dataset FIR #232: IPC-Theft recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
420,IPC-Fraud,2025-04-11T05:13:00,17.448738,78.442629,"Sector 24, Zone 5","Base dataset FIR #233: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
MV-184,Accident-RashDriving,2025-12-28T11:37:00,17.427437,78.513455,"Sector 5, Zone 6","Base dataset FIR #234: Accident-RashDriving recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,True,False,3
307,IPC-AttemptToMurder,2025-05-18T05:15:00,12.940708,77.608048,"Sector 46, Zone 2","Base dataset FIR #235: IPC-AttemptToMurder recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-06-08T10:52:00,17.430683,78.454303,"Sector 37, Zone 1","Base dataset FIR #236: NDPS-DrugConsumption recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
NDPS-27,NDPS-DrugConsumption,2025-10-10T12:06:00,12.932425,77.623598,"Sector 42, Zone 1","Base dataset FIR #237: NDPS-DrugConsumption recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
ARMS-25,ArmsAct-IllegalWeapon,2026-03-02T19:58:00,13.074137,80.216257,"Sector 36, Zone 8","Base dataset FIR #238: ArmsAct-IllegalWeapon recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
379,IPC-Theft,2025-04-06T08:45:00,13.073891,80.297528,"Sector 11, Zone 2","Base dataset FIR #239: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2025-08-11T16:42:00,13.13165,80.20309,"Sector 30, Zone 12","Base dataset FIR #240: Accident-RashDriving recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,True,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-05-05T18:31:00,13.056275,80.238641,"Sector 1, Zone 5","Base dataset FIR #241: ArmsAct-IllegalWeapon recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,4
302,IPC-Murder,2025-08-08T17:22:00,12.927191,77.611907,"Sector 37, Zone 9","Base dataset FIR #242: IPC-Murder recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,5
376,IPC-SexualOffence,2025-05-24T20:41:00,13.072124,80.226654,"Sector 19, Zone 8","Base dataset FIR #243: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
NDPS-27,NDPS-DrugConsumption,2025-10-01T07:13:00,13.028801,80.261273,"Sector 45, Zone 11","Base dataset FIR #244: NDPS-DrugConsumption recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
NDPS-27,NDPS-DrugConsumption,2025-09-25T18:45:00,17.422592,78.48671,"Sector 24, Zone 7","Base dataset FIR #245: NDPS-DrugConsumption recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
376,IPC-SexualOffence,2026-04-04T11:37:00,17.313154,78.485342,"Sector 45, Zone 10","Base dataset FIR #246: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
376,IPC-SexualOffence,2025-11-28T11:34:00,13.074718,80.258388,"Sector 48, Zone 4","Base dataset FIR #247: IPC-SexualOffence recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,True,5
ARMS-25,ArmsAct-IllegalWeapon,2026-03-29T04:43:00,12.929564,77.60989,"Sector 19, Zone 1","Base dataset FIR #248: ArmsAct-IllegalWeapon recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
376,IPC-SexualOffence,2025-08-26T02:35:00,13.045037,80.250097,"Sector 50, Zone 12","Base dataset FIR #249: IPC-SexualOffence recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,True,5
MV-184,Accident-RashDriving,2025-06-19T09:46:00,13.049811,80.290808,"Sector 14, Zone 2","Base dataset FIR #250: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-03-22T10:10:00,13.054379,80.230197,"Sector 20, Zone 10","Base dataset FIR #251: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-12-13T00:51:00,17.328111,78.537452,"Sector 50, Zone 6","Base dataset FIR #252: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
307,IPC-AttemptToMurder,2025-12-21T14:35:00,13.045488,80.25339,"Sector 42, Zone 9","Base dataset FIR #253: IPC-AttemptToMurder recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-06-03T14:34:00,17.41265,78.450161,"Sector 20, Zone 8","Base dataset FIR #254: NDPS-DrugConsumption recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
NDPS-27,NDPS-DrugConsumption,2025-09-15T11:24:00,13.039812,80.260041,"Sector 50, Zone 2","Base dataset FIR #255: NDPS-DrugConsumption recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
307,IPC-AttemptToMurder,2025-04-18T16:53:00,12.92522,77.638001,"Sector 43, Zone 2","Base dataset FIR #256: IPC-AttemptToMurder recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
MV-184,Accident-RashDriving,2025-10-26T16:49:00,13.073128,80.258797,"Sector 3, Zone 12","Base dataset FIR #257: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
420,IPC-Fraud,2026-03-23T14:09:00,17.413446,78.543918,"Sector 13, Zone 6","Base dataset FIR #258: IPC-Fraud recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-09-25T18:58:00,17.426997,78.437051,"Sector 30, Zone 6","Base dataset FIR #259: ArmsAct-IllegalWeapon recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
420,IPC-Fraud,2025-09-28T16:08:00,17.451101,78.444188,"Sector 7, Zone 1","Base dataset FIR #260: IPC-Fraud recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,3
379,IPC-Theft,2026-04-05T15:46:00,12.900753,77.530498,"Sector 4, Zone 6","Base dataset FIR #261: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
379,IPC-Theft,2025-11-11T07:00:00,12.927216,77.640394,"Sector 11, Zone 4","Base dataset FIR #262: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
307,IPC-AttemptToMurder,2026-03-01T20:20:00,12.952673,77.62841,"Sector 14, Zone 2","Base dataset FIR #263: IPC-AttemptToMurder recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,4
MV-184,Accident-RashDriving,2025-12-08T01:07:00,13.043717,80.230016,"Sector 50, Zone 8","Base dataset FIR #264: Accident-RashDriving recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,True,False,3
MV-184,Accident-RashDriving,2025-12-31T23:35:00,12.938043,77.638858,"Sector 42, Zone 6","Base dataset FIR #265: Accident-RashDriving recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,True,False,3
379,IPC-Theft,2025-04-11T18:31:00,13.072932,80.230473,"Sector 50, Zone 9","Base dataset FIR #266: IPC-Theft recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
MV-184,Accident-RashDriving,2025-12-24T20:56:00,12.956999,77.600221,"Sector 32, Zone 5","Base dataset FIR #267: Accident-RashDriving recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,True,False,3
379,IPC-Theft,2026-02-12T08:28:00,12.923583,77.617702,"Sector 45, Zone 3","Base dataset FIR #268: IPC-Theft recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
ARMS-25,ArmsAct-IllegalWeapon,2026-02-17T14:50:00,13.058271,80.239801,"Sector 1, Zone 8","Base dataset FIR #269: ArmsAct-IllegalWeapon recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
MV-184,Accident-RashDriving,2025-04-23T05:01:00,13.060224,80.251007,"Sector 3, Zone 9","Base dataset FIR #270: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-11-18T19:07:00,17.339612,78.506842,"Sector 42, Zone 11","Base dataset FIR #271: ArmsAct-IllegalWeapon recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
MV-184,Accident-RashDriving,2025-10-18T11:00:00,12.941447,77.639219,"Sector 22, Zone 2","Base dataset FIR #272: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
420,IPC-Fraud,2025-05-30T13:43:00,13.011011,80.287551,"Sector 28, Zone 11","Base dataset FIR #273: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
NDPS-21,NDPS-DrugPossession,2025-09-13T07:43:00,13.044452,80.230568,"Sector 43, Zone 10","Base dataset FIR #274: NDPS-DrugPossession recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
376,IPC-SexualOffence,2025-11-19T19:56:00,17.425373,78.438012,"Sector 49, Zone 1","Base dataset FIR #275: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,5
379,IPC-Theft,2025-12-11T01:15:00,13.062251,80.257411,"Sector 22, Zone 7","Base dataset FIR #276: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
420,IPC-Fraud,2025-08-20T22:20:00,17.34324,78.559808,"Sector 20, Zone 7","Base dataset FIR #277: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
323,IPC-Assault,2025-07-13T08:31:00,13.135243,80.198165,"Sector 32, Zone 7","Base dataset FIR #278: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
323,IPC-Assault,2025-10-01T23:07:00,12.946122,77.614891,"Sector 29, Zone 5","Base dataset FIR #279: IPC-Assault recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
379,IPC-Theft,2026-03-16T21:02:00,12.930223,77.642084,"Sector 14, Zone 5","Base dataset FIR #280: IPC-Theft recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
379,IPC-Theft,2025-07-11T04:09:00,17.437185,78.436135,"Sector 35, Zone 1","Base dataset FIR #281: IPC-Theft recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
MV-184,Accident-RashDriving,2026-01-31T04:46:00,12.961543,77.590986,"Sector 3, Zone 9","Base dataset FIR #282: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
NDPS-27,NDPS-DrugConsumption,2025-08-14T09:29:00,12.925297,77.618028,"Sector 34, Zone 8","Base dataset FIR #283: NDPS-DrugConsumption recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
420,IPC-Fraud,2026-02-10T12:28:00,12.930215,77.633943,"Sector 27, Zone 3","Base dataset FIR #284: IPC-Fraud recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
379,IPC-Theft,2025-11-14T06:36:00,12.977034,77.533303,"Sector 31, Zone 7","Base dataset FIR #285: IPC-Theft recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
379,IPC-Theft,2025-08-12T20:21:00,17.426817,78.44847,"Sector 26, Zone 8","Base dataset FIR #286: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-10-29T18:34:00,17.447877,78.491547,"Sector 43, Zone 10","Base dataset FIR #287: NDPS-DrugPossession recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
323,IPC-Assault,2026-03-24T19:22:00,12.915975,77.531779,"Sector 49, Zone 5","Base dataset FIR #288: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
ARMS-25,ArmsAct-IllegalWeapon,2026-01-14T09:36:00,17.432413,78.450146,"Sector 7, Zone 11","Base dataset FIR #289: ArmsAct-IllegalWeapon recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,4
379,IPC-Theft,2025-11-17T12:00:00,13.052506,80.226261,"Sector 19, Zone 4","Base dataset FIR #290: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-08-11T14:46:00,17.431647,78.43421,"Sector 27, Zone 9","Base dataset FIR #291: NDPS-DrugPossession recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
379,IPC-Theft,2026-01-29T23:05:00,12.936944,77.611462,"Sector 24, Zone 10","Base dataset FIR #292: IPC-Theft recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
420,IPC-Fraud,2025-12-10T01:14:00,13.046074,80.242949,"Sector 46, Zone 10","Base dataset FIR #293: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
379,IPC-Theft,2025-04-20T13:13:00,13.057463,80.250159,"Sector 16, Zone 3","Base dataset FIR #294: IPC-Theft recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
376,IPC-SexualOffence,2025-04-22T03:17:00,13.153608,80.224538,"Sector 19, Zone 7","Base dataset FIR #295: IPC-SexualOffence recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,True,5
376,IPC-SexualOffence,2026-04-02T16:55:00,17.457305,78.479901,"Sector 28, Zone 12","Base dataset FIR #296: IPC-SexualOffence recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,True,5
323,IPC-Assault,2025-07-22T08:25:00,17.449726,78.449049,"Sector 8, Zone 12","Base dataset FIR #297: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-08-07T15:31:00,12.924398,77.626036,"Sector 34, Zone 12","Base dataset FIR #298: NDPS-DrugPossession recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,4
379,IPC-Theft,2025-09-23T16:27:00,12.935066,77.524734,"Sector 10, Zone 6","Base dataset FIR #299: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
379,IPC-Theft,2025-04-12T20:00:00,12.949549,77.619102,"Sector 38, Zone 7","Base dataset FIR #300: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
